wwtp,sample_date,Target,Protein,Load
STEP Aire,2023-06-10,IAV,M,439404.8489340034
STEP Aire,2023-06-10,IBV,M,439404.8489340034
STEP Aire,2023-06-10,RSV,NA,0
STEP Aire,2023-06-10,SARS,N2,50542599.878722645
STEP Aire,2023-06-11,IAV,M,604541.3449856522
STEP Aire,2023-06-11,IBV,M,0
STEP Aire,2023-06-11,RSV,NA,0
STEP Aire,2023-06-11,SARS,N2,168571739.3925039
STEP Aire,2023-06-12,IAV,M,483927.4922742611
STEP Aire,2023-06-12,IBV,M,3024407.635214582
STEP Aire,2023-06-12,RSV,NA,0
STEP Aire,2023-06-12,SARS,N2,46008305.926046185
STEP Aire,2023-06-13,IAV,M,0
STEP Aire,2023-06-13,IBV,M,834491.571991029
STEP Aire,2023-06-13,RSV,NA,417238.45792377787
STEP Aire,2023-06-13,SARS,N2,67395761.33347215
STEP Aire,2023-06-15,IAV,M,280090.05408765585
STEP Aire,2023-06-15,IBV,M,1114549.9160939222
STEP Aire,2023-06-15,RSV,NA,0
STEP Aire,2023-06-15,SARS,N2,15350724.201176904
STEP Aire,2023-06-17,IAV,M,0
STEP Aire,2023-06-17,IBV,M,1875082.0109146724
STEP Aire,2023-06-17,RSV,NA,0
STEP Aire,2023-06-17,SARS,N2,33764599.54800209
STEP Aire,2023-06-18,IAV,M,0
STEP Aire,2023-06-18,IBV,M,3319582.3309312477
STEP Aire,2023-06-18,RSV,NA,0
STEP Aire,2023-06-18,SARS,N2,31728958.95568716
STEP Aire,2023-06-19,IAV,M,316077.0246621155
STEP Aire,2023-06-19,IBV,M,585696.2492657831
STEP Aire,2023-06-19,RSV,NA,0
STEP Aire,2023-06-19,SARS,N2,25935428.801732447
STEP Aire,2023-06-20,IAV,M,316015.32857393584
STEP Aire,2023-06-20,IBV,M,1201633.2911837706
STEP Aire,2023-06-20,RSV,NA,295194.96779655106
STEP Aire,2023-06-20,SARS,N2,31835248.835925605
ARA Altenrhein,2023-07-23,IAV,M,584908.8798568754
ARA Altenrhein,2023-07-23,IBV,M,0
ARA Altenrhein,2023-07-23,RSV,N,0
ARA Altenrhein,2023-07-23,SARS,N1,2519883.0112391133
ARA Altenrhein,2023-07-23,SARS,N2,4719674.472456495
ARA Altenrhein,2023-10-11,IAV,M,0
ARA Altenrhein,2023-10-11,IBV,M,0
ARA Altenrhein,2023-10-11,RSV,N,0
ARA Altenrhein,2023-10-11,SARS,N1,46009985.308445364
ARA Altenrhein,2023-10-11,SARS,N2,74724115.73213813
ARA Altenrhein,2023-10-08,IAV,M,0
ARA Altenrhein,2023-10-08,IBV,M,1529414.2856537846
ARA Altenrhein,2023-10-08,RSV,N,318128.55399180355
ARA Altenrhein,2023-10-08,SARS,N1,55211414.36947091
ARA Altenrhein,2023-10-08,SARS,N2,88551611.22296686
ARA Altenrhein,2023-07-31,IAV,M,0
ARA Altenrhein,2023-07-31,IBV,M,561626.7771980389
ARA Altenrhein,2023-07-31,RSV,N,870088.140012092
ARA Altenrhein,2023-07-31,SARS,N1,20198754.394799937
ARA Altenrhein,2023-07-31,SARS,N2,26933317.450946536
ARA Altenrhein,2023-10-07,IAV,M,0
ARA Altenrhein,2023-10-07,IBV,M,2879019.8641820676
ARA Altenrhein,2023-10-07,RSV,N,319627.0094602644
ARA Altenrhein,2023-10-07,SARS,N1,65433675.15494768
ARA Altenrhein,2023-10-07,SARS,N2,113137408.95976575
ARA Altenrhein,2023-08-19,IAV,M,0
ARA Altenrhein,2023-08-19,IBV,M,685098.1020994751
ARA Altenrhein,2023-08-19,RSV,N,228357.54958368198
ARA Altenrhein,2023-08-19,SARS,N1,12879231.25141785
ARA Altenrhein,2023-08-19,SARS,N2,17894039.192066036
ARA Altenrhein,2023-10-09,IAV,M,0
ARA Altenrhein,2023-10-09,IBV,M,3393707.1567491745
ARA Altenrhein,2023-10-09,RSV,N,327813.867310237
ARA Altenrhein,2023-10-09,SARS,N1,37124306.678578675
ARA Altenrhein,2023-10-09,SARS,N2,55434577.358123034
ARA Altenrhein,2023-10-19,IAV,M,281112.90987426566
ARA Altenrhein,2023-10-19,IBV,M,902110.3639648379
ARA Altenrhein,2023-10-19,RSV,N,0
ARA Altenrhein,2023-10-19,SARS,N1,64606166.9456389
ARA Altenrhein,2023-10-19,SARS,N2,106444312.52290648
ARA Altenrhein,2023-08-20,IAV,M,0
ARA Altenrhein,2023-08-20,IBV,M,477541.7647991845
ARA Altenrhein,2023-08-20,RSV,N,244253.78622461684
ARA Altenrhein,2023-08-20,SARS,N1,17181066.40014784
ARA Altenrhein,2023-08-20,SARS,N2,29987018.244610026
ARA Altenrhein,2023-10-17,IAV,M,0
ARA Altenrhein,2023-10-17,IBV,M,959943.3127715214
ARA Altenrhein,2023-10-17,RSV,N,344050.5540422716
ARA Altenrhein,2023-10-17,SARS,N1,65372042.476430565
ARA Altenrhein,2023-10-17,SARS,N2,124071669.87856689
ARA Altenrhein,2023-08-12,IAV,M,0
ARA Altenrhein,2023-08-12,IBV,M,735271.2442806232
ARA Altenrhein,2023-08-12,RSV,N,0
ARA Altenrhein,2023-08-12,SARS,N1,20375670.334333982
ARA Altenrhein,2023-08-12,SARS,N2,43025929.081511326
ARA Altenrhein,2023-10-13,IAV,M,0
ARA Altenrhein,2023-10-13,IBV,M,539590.3025678596
ARA Altenrhein,2023-10-13,RSV,N,303467.5222503183
ARA Altenrhein,2023-10-13,SARS,N1,45875166.80353068
ARA Altenrhein,2023-10-13,SARS,N2,70434714.97823758
ARA Altenrhein,2023-10-05,IAV,M,0
ARA Altenrhein,2023-10-05,IBV,M,279935.59565918864
ARA Altenrhein,2023-10-05,RSV,N,0
ARA Altenrhein,2023-10-05,SARS,N1,3185662.2643799693
ARA Altenrhein,2023-10-05,SARS,N2,4330611.87316886
ARA Altenrhein,2023-10-01,IAV,M,0
ARA Altenrhein,2023-10-01,IBV,M,3565160.119664268
ARA Altenrhein,2023-10-01,RSV,N,1006677.1227953079
ARA Altenrhein,2023-10-01,SARS,N1,35040744.04733345
ARA Altenrhein,2023-10-01,SARS,N2,60712181.00208649
ARA Altenrhein,2023-07-27,IAV,M,0
ARA Altenrhein,2023-07-27,IBV,M,309707.15281881567
ARA Altenrhein,2023-07-27,RSV,N,2146316.214542077
ARA Altenrhein,2023-07-27,SARS,N1,4406003.48196671
ARA Altenrhein,2023-07-27,SARS,N2,6862663.630121467
ARA Altenrhein,2023-10-16,IAV,M,0
ARA Altenrhein,2023-10-16,IBV,M,1363477.2398873838
ARA Altenrhein,2023-10-16,RSV,N,1347325.085215649
ARA Altenrhein,2023-10-16,SARS,N1,41348846.22195149
ARA Altenrhein,2023-10-16,SARS,N2,84372355.44777887
ARA Altenrhein,2023-08-18,IAV,M,0
ARA Altenrhein,2023-08-18,IBV,M,248948.7549288698
ARA Altenrhein,2023-08-18,RSV,N,247825.3188462908
ARA Altenrhein,2023-08-18,SARS,N1,11922356.005238347
ARA Altenrhein,2023-08-18,SARS,N2,26607806.642046984
ARA Altenrhein,2023-07-15,IAV,M,0
ARA Altenrhein,2023-07-15,IBV,M,0
ARA Altenrhein,2023-07-15,RSV,N,0
ARA Altenrhein,2023-07-15,SARS,N1,10309218.16713246
ARA Altenrhein,2023-07-15,SARS,N2,14185865.802829219
ARA Altenrhein,2023-08-22,IAV,M,0
ARA Altenrhein,2023-08-22,IBV,M,274181.73093138135
ARA Altenrhein,2023-08-22,RSV,N,0
ARA Altenrhein,2023-08-22,SARS,N1,21412226.042009342
ARA Altenrhein,2023-08-22,SARS,N2,43559197.2848569
ARA Altenrhein,2023-08-21,IAV,M,268614.25492691307
ARA Altenrhein,2023-08-21,IBV,M,250857.56472910882
ARA Altenrhein,2023-08-21,RSV,N,770338.8444611104
ARA Altenrhein,2023-08-21,SARS,N1,20723644.42961144
ARA Altenrhein,2023-08-21,SARS,N2,44248904.95158152
ARA Altenrhein,2023-07-11,IAV,M,0
ARA Altenrhein,2023-07-11,IBV,M,496819.91285381274
ARA Altenrhein,2023-07-11,RSV,N,0
ARA Altenrhein,2023-07-11,SARS,N1,7194780.248968314
ARA Altenrhein,2023-07-11,SARS,N2,8438503.090852063
ARA Altenrhein,2023-09-30,IAV,M,0
ARA Altenrhein,2023-09-30,IBV,M,1339850.5511545013
ARA Altenrhein,2023-09-30,RSV,N,0
ARA Altenrhein,2023-09-30,SARS,N1,34785771.54275129
ARA Altenrhein,2023-09-30,SARS,N2,67429293.57489428
ARA Altenrhein,2023-07-30,IAV,M,0
ARA Altenrhein,2023-07-30,IBV,M,660215.6395414986
ARA Altenrhein,2023-07-30,RSV,N,1042148.4467667679
ARA Altenrhein,2023-07-30,SARS,N1,12225986.476200977
ARA Altenrhein,2023-07-30,SARS,N2,18971924.856833752
ARA Altenrhein,2023-10-23,IAV,M,0
ARA Altenrhein,2023-10-23,IBV,M,2055133.2595480836
ARA Altenrhein,2023-10-23,RSV,N,278748.8414095862
ARA Altenrhein,2023-10-23,SARS,N1,157809876.9982877
ARA Altenrhein,2023-10-23,SARS,N2,287571779.4962925
ARA Altenrhein,2023-07-19,IAV,M,0
ARA Altenrhein,2023-07-19,IBV,M,0
ARA Altenrhein,2023-07-19,RSV,N,664837.2205513457
ARA Altenrhein,2023-07-19,SARS,N1,4333410.8911477635
ARA Altenrhein,2023-07-19,SARS,N2,8771608.876711925
ARA Altenrhein,2023-08-14,IAV,M,0
ARA Altenrhein,2023-08-14,IBV,M,0
ARA Altenrhein,2023-08-14,RSV,N,806572.4673969429
ARA Altenrhein,2023-08-14,SARS,N1,19768836.99674367
ARA Altenrhein,2023-08-14,SARS,N2,34736103.04437743
ARA Altenrhein,2023-08-16,IAV,M,0
ARA Altenrhein,2023-08-16,IBV,M,263326.36115884496
ARA Altenrhein,2023-08-16,RSV,N,796180.3100229867
ARA Altenrhein,2023-08-16,SARS,N1,12536583.364627434
ARA Altenrhein,2023-08-16,SARS,N2,20821126.481210493
ARA Altenrhein,2023-08-10,IAV,M,0
ARA Altenrhein,2023-08-10,IBV,M,0
ARA Altenrhein,2023-08-10,RSV,N,272078.515611485
ARA Altenrhein,2023-08-10,SARS,N1,3470602.0567673002
ARA Altenrhein,2023-08-10,SARS,N2,6647598.196288915
ARA Altenrhein,2023-09-17,IAV,M,0
ARA Altenrhein,2023-09-17,IBV,M,326311.7961366898
ARA Altenrhein,2023-09-17,RSV,N,0
ARA Altenrhein,2023-09-17,SARS,N1,36557064.270868994
ARA Altenrhein,2023-09-17,SARS,N2,79909885.55484979
ARA Altenrhein,2023-10-03,IAV,M,0
ARA Altenrhein,2023-10-03,IBV,M,1501119.3139086736
ARA Altenrhein,2023-10-03,RSV,N,1193946.994354807
ARA Altenrhein,2023-10-03,SARS,N1,65120560.08113322
ARA Altenrhein,2023-10-03,SARS,N2,91060022.11855547
ARA Altenrhein,2023-10-22,IAV,M,0
ARA Altenrhein,2023-10-22,IBV,M,1431968.0941394977
ARA Altenrhein,2023-10-22,RSV,N,333524.1050410846
ARA Altenrhein,2023-10-22,SARS,N1,155196765.07535803
ARA Altenrhein,2023-10-22,SARS,N2,268594369.91575205
ARA Altenrhein,2023-09-10,IAV,M,0
ARA Altenrhein,2023-09-10,IBV,M,318430.49631291867
ARA Altenrhein,2023-09-10,RSV,N,0
ARA Altenrhein,2023-09-10,SARS,N1,12281546.460359272
ARA Altenrhein,2023-09-10,SARS,N2,15498905.004990771
ARA Altenrhein,2023-09-09,IAV,M,0
ARA Altenrhein,2023-09-09,IBV,M,603950.5698179599
ARA Altenrhein,2023-09-09,RSV,N,910672.4827751822
ARA Altenrhein,2023-09-09,SARS,N1,30266908.92271
ARA Altenrhein,2023-09-09,SARS,N2,52051906.90714664
ARA Altenrhein,2023-10-02,IAV,M,0
ARA Altenrhein,2023-10-02,IBV,M,3763397.701772951
ARA Altenrhein,2023-10-02,RSV,N,1136199.38477928
ARA Altenrhein,2023-10-02,SARS,N1,38650877.55714386
ARA Altenrhein,2023-10-02,SARS,N2,64475295.57458379
ARA Altenrhein,2023-07-17,IAV,M,0
ARA Altenrhein,2023-07-17,IBV,M,891842.9817235388
ARA Altenrhein,2023-07-17,RSV,N,283966.7577938744
ARA Altenrhein,2023-07-17,SARS,N1,12899344.043858333
ARA Altenrhein,2023-07-17,SARS,N2,17018801.37479725
ARA Altenrhein,2023-07-22,IAV,M,0
ARA Altenrhein,2023-07-22,IBV,M,0
ARA Altenrhein,2023-07-22,RSV,N,0
ARA Altenrhein,2023-07-22,SARS,N1,8299538.579361225
ARA Altenrhein,2023-07-22,SARS,N2,9579787.065203782
ARA Altenrhein,2023-08-08,IAV,M,271943.77833018673
ARA Altenrhein,2023-08-08,IBV,M,0
ARA Altenrhein,2023-08-08,RSV,N,548094.1392004741
ARA Altenrhein,2023-08-08,SARS,N1,15285086.47374742
ARA Altenrhein,2023-08-08,SARS,N2,24034500.61232417
ARA Altenrhein,2024-01-01,IAV,M,6701159.887538787
ARA Altenrhein,2024-01-01,IBV,M,786999.9278158251
ARA Altenrhein,2024-01-01,RSV,N,8638752.678554883
ARA Altenrhein,2024-01-01,SARS,N1,223690360.76988372
ARA Altenrhein,2024-01-01,SARS,N2,327949490.53401184
ARA Altenrhein,2023-09-19,IAV,M,0
ARA Altenrhein,2023-09-19,IBV,M,1243678.012962284
ARA Altenrhein,2023-09-19,RSV,N,158654.95459810647
ARA Altenrhein,2023-09-19,SARS,N1,11911076.405441979
ARA Altenrhein,2023-09-19,SARS,N2,25482519.375341095
ARA Altenrhein,2023-09-29,IAV,M,0
ARA Altenrhein,2023-09-29,IBV,M,1413179.0277559904
ARA Altenrhein,2023-09-29,RSV,N,0
ARA Altenrhein,2023-09-29,SARS,N1,65031121.55264641
ARA Altenrhein,2023-09-29,SARS,N2,118311283.98705657
ARA Altenrhein,2023-09-16,IAV,M,906645.4320717751
ARA Altenrhein,2023-09-16,IBV,M,322270.1696139387
ARA Altenrhein,2023-09-16,RSV,N,0
ARA Altenrhein,2023-09-16,SARS,N1,39919541.821995944
ARA Altenrhein,2023-09-16,SARS,N2,75938002.32069357
ARA Altenrhein,2023-09-11,IAV,M,0
ARA Altenrhein,2023-09-11,IBV,M,699576.3267708891
ARA Altenrhein,2023-09-11,RSV,N,1399185.5315813257
ARA Altenrhein,2023-09-11,SARS,N1,23043127.687802617
ARA Altenrhein,2023-09-11,SARS,N2,39535946.34374861
ARA Altenrhein,2023-09-27,IAV,M,0
ARA Altenrhein,2023-09-27,IBV,M,388591.74177935737
ARA Altenrhein,2023-09-27,RSV,N,0
ARA Altenrhein,2023-09-27,SARS,N1,29130395.50345968
ARA Altenrhein,2023-09-27,SARS,N2,49226335.75887031
ARA Altenrhein,2023-07-16,IAV,M,0
ARA Altenrhein,2023-07-16,IBV,M,300065.8510476232
ARA Altenrhein,2023-07-16,RSV,N,0
ARA Altenrhein,2023-07-16,SARS,N1,15339487.7260863
ARA Altenrhein,2023-07-16,SARS,N2,19439318.73220097
ARA Altenrhein,2023-09-07,IAV,M,0
ARA Altenrhein,2023-09-07,IBV,M,0
ARA Altenrhein,2023-09-07,RSV,N,354743.2906192131
ARA Altenrhein,2023-09-07,SARS,N1,39079789.29786128
ARA Altenrhein,2023-09-07,SARS,N2,63332903.977883205
ARA Altenrhein,2023-12-28,IAV,M,7453015.296318454
ARA Altenrhein,2023-12-28,IBV,M,407335.70019186335
ARA Altenrhein,2023-12-28,RSV,N,8913243.013004083
ARA Altenrhein,2023-12-28,SARS,N1,358266463.40511817
ARA Altenrhein,2023-12-28,SARS,N2,513120909.52413374
ARA Altenrhein,2023-12-30,IAV,M,7335748.7660393575
ARA Altenrhein,2023-12-30,IBV,M,1132814.1651594355
ARA Altenrhein,2023-12-30,RSV,N,10676033.314030722
ARA Altenrhein,2023-12-30,SARS,N1,202204623.8661026
ARA Altenrhein,2023-12-30,SARS,N2,291509902.0472423
ARA Altenrhein,2023-09-15,IAV,M,0
ARA Altenrhein,2023-09-15,IBV,M,0
ARA Altenrhein,2023-09-15,RSV,N,0
ARA Altenrhein,2023-09-15,SARS,N1,32106365.346931394
ARA Altenrhein,2023-09-15,SARS,N2,63384042.41197349
ARA Altenrhein,2024-01-13,IAV,M,15370372.759463193
ARA Altenrhein,2024-01-13,IBV,M,0
ARA Altenrhein,2024-01-13,RSV,N,19764535.63056354
ARA Altenrhein,2024-01-13,SARS,N1,174301209.01456422
ARA Altenrhein,2024-01-13,SARS,N2,192054938.98659638
ARA Altenrhein,2023-10-25,IAV,M,0
ARA Altenrhein,2023-10-25,IBV,M,728344.8707004291
ARA Altenrhein,2023-10-25,RSV,N,368087.6785982296
ARA Altenrhein,2023-10-25,SARS,N1,182744742.9800632
ARA Altenrhein,2023-10-25,SARS,N2,288840055.95914626
ARA Altenrhein,2023-12-26,IAV,M,1457264.0584417921
ARA Altenrhein,2023-12-26,IBV,M,0
ARA Altenrhein,2023-12-26,RSV,N,1899342.2953151213
ARA Altenrhein,2023-12-26,SARS,N1,115698060.97365625
ARA Altenrhein,2023-12-26,SARS,N2,143400907.071047
ARA Altenrhein,2023-09-25,IAV,M,0
ARA Altenrhein,2023-09-25,IBV,M,0
ARA Altenrhein,2023-09-25,RSV,N,0
ARA Altenrhein,2023-09-25,SARS,N1,38879263.46554805
ARA Altenrhein,2023-09-25,SARS,N2,74226098.81936936
ARA Altenrhein,2023-08-13,IAV,M,0
ARA Altenrhein,2023-08-13,IBV,M,1328912.7164376674
ARA Altenrhein,2023-08-13,RSV,N,678228.270268941
ARA Altenrhein,2023-08-13,SARS,N1,38039756.37400246
ARA Altenrhein,2023-08-13,SARS,N2,75370781.74381801
ARA Altenrhein,2023-09-05,IAV,M,0
ARA Altenrhein,2023-09-05,IBV,M,0
ARA Altenrhein,2023-09-05,RSV,N,353739.7855472733
ARA Altenrhein,2023-09-05,SARS,N1,7235635.985703561
ARA Altenrhein,2023-09-05,SARS,N2,10916715.359815385
ARA Altenrhein,2023-10-28,IAV,M,0
ARA Altenrhein,2023-10-28,IBV,M,896562.8355267498
ARA Altenrhein,2023-10-28,RSV,N,479512.56774664705
ARA Altenrhein,2023-10-28,SARS,N1,132474965.46879576
ARA Altenrhein,2023-10-28,SARS,N2,204608238.4558453
ARA Altenrhein,2023-11-08,IAV,M,0
ARA Altenrhein,2023-11-08,IBV,M,0
ARA Altenrhein,2023-11-08,RSV,N,2170500.1377851963
ARA Altenrhein,2023-11-08,SARS,N1,262879429.13827872
ARA Altenrhein,2023-11-08,SARS,N2,313937576.4245982
ARA Altenrhein,2023-09-04,IAV,M,0
ARA Altenrhein,2023-09-04,IBV,M,991474.4755681166
ARA Altenrhein,2023-09-04,RSV,N,991474.4755681166
ARA Altenrhein,2023-09-04,SARS,N1,27782528.59116063
ARA Altenrhein,2023-09-04,SARS,N2,18847621.820963394
ARA Altenrhein,2023-09-03,IAV,M,0
ARA Altenrhein,2023-09-03,IBV,M,0
ARA Altenrhein,2023-09-03,RSV,N,0
ARA Altenrhein,2023-09-03,SARS,N1,26068012.803042475
ARA Altenrhein,2023-09-03,SARS,N2,41043625.96009978
ARA Altenrhein,2023-09-24,IAV,M,0
ARA Altenrhein,2023-09-24,IBV,M,215868.74334727178
ARA Altenrhein,2023-09-24,RSV,N,415571.16089651815
ARA Altenrhein,2023-09-24,SARS,N1,49167614.95152282
ARA Altenrhein,2023-09-24,SARS,N2,97458058.3433796
ARA Altenrhein,2023-12-25,IAV,M,9815403.433492882
ARA Altenrhein,2023-12-25,IBV,M,1612383.4407981215
ARA Altenrhein,2023-12-25,RSV,N,7320207.56216436
ARA Altenrhein,2023-12-25,SARS,N1,354200050.2714576
ARA Altenrhein,2023-12-25,SARS,N2,465861835.6254278
ARA Altenrhein,2023-12-31,IAV,M,5888100.075919235
ARA Altenrhein,2023-12-31,IBV,M,432144.2862986908
ARA Altenrhein,2023-12-31,RSV,N,9274115.20899376
ARA Altenrhein,2023-12-31,SARS,N1,246531596.63610017
ARA Altenrhein,2023-12-31,SARS,N2,342766379.7605628
ARA Altenrhein,2024-01-03,IAV,M,11684431.819146305
ARA Altenrhein,2024-01-03,IBV,M,0
ARA Altenrhein,2024-01-03,RSV,N,5847098.114874777
ARA Altenrhein,2024-01-03,SARS,N1,150696279.28947297
ARA Altenrhein,2024-01-03,SARS,N2,200698258.38548175
ARA Altenrhein,2023-10-29,IAV,M,0
ARA Altenrhein,2023-10-29,IBV,M,2008880.523860047
ARA Altenrhein,2023-10-29,RSV,N,1004412.383642515
ARA Altenrhein,2023-10-29,SARS,N1,219372073.9477031
ARA Altenrhein,2023-10-29,SARS,N2,358652284.1267699
ARA Altenrhein,2023-10-14,IAV,M,0
ARA Altenrhein,2023-10-14,IBV,M,933620.324536825
ARA Altenrhein,2023-10-14,RSV,N,466798.2429000487
ARA Altenrhein,2023-10-14,SARS,N1,61298802.608466074
ARA Altenrhein,2023-10-14,SARS,N2,88238293.14764272
ARA Altenrhein,2024-01-11,IAV,M,18022502.703861345
ARA Altenrhein,2024-01-11,IBV,M,505819.86798368435
ARA Altenrhein,2024-01-11,RSV,N,13817380.692349462
ARA Altenrhein,2024-01-11,SARS,N1,89910263.57025757
ARA Altenrhein,2024-01-11,SARS,N2,97826001.12918213
ARA Altenrhein,2023-08-06,IAV,M,368597.8006802861
ARA Altenrhein,2023-08-06,IBV,M,0
ARA Altenrhein,2023-08-06,RSV,N,368597.8006802861
ARA Altenrhein,2023-08-06,SARS,N1,21513861.37128901
ARA Altenrhein,2023-08-06,SARS,N2,42090715.20701276
ARA Altenrhein,2023-11-11,IAV,M,1415576.9833245296
ARA Altenrhein,2023-11-11,IBV,M,451642.32537997025
ARA Altenrhein,2023-11-11,RSV,N,1988537.4581396454
ARA Altenrhein,2023-11-11,SARS,N1,369228528.4780411
ARA Altenrhein,2023-11-11,SARS,N2,409272927.2720551
ARA Altenrhein,2023-09-02,IAV,M,0
ARA Altenrhein,2023-09-02,IBV,M,0
ARA Altenrhein,2023-09-02,RSV,N,599911.1759246546
ARA Altenrhein,2023-09-02,SARS,N1,53270171.735873275
ARA Altenrhein,2023-09-02,SARS,N2,26915135.782132175
ARA Altenrhein,2023-11-10,IAV,M,1214518.376165123
ARA Altenrhein,2023-11-10,IBV,M,471405.5551360692
ARA Altenrhein,2023-11-10,RSV,N,3236118.2655390445
ARA Altenrhein,2023-11-10,SARS,N1,318430800.93084204
ARA Altenrhein,2023-11-10,SARS,N2,369320123.01005805
ARA Altenrhein,2023-12-23,IAV,M,5456777.584345092
ARA Altenrhein,2023-12-23,IBV,M,568951.9363209319
ARA Altenrhein,2023-12-23,RSV,N,4318515.141312104
ARA Altenrhein,2023-12-23,SARS,N1,332252145.2160621
ARA Altenrhein,2023-12-23,SARS,N2,429005042.2030523
ARA Altenrhein,2023-10-15,IAV,M,0
ARA Altenrhein,2023-10-15,IBV,M,768408.519188694
ARA Altenrhein,2023-10-15,RSV,N,464685.7042450074
ARA Altenrhein,2023-10-15,SARS,N1,33546515.155056547
ARA Altenrhein,2023-10-15,SARS,N2,63668769.230781585
ARA Altenrhein,2023-11-26,IAV,M,479282.8723484864
ARA Altenrhein,2023-11-26,IBV,M,1420699.749940409
ARA Altenrhein,2023-11-26,RSV,N,1432132.8673783573
ARA Altenrhein,2023-11-26,SARS,N1,480641501.6838047
ARA Altenrhein,2023-11-26,SARS,N2,606739786.0096704
ARA Altenrhein,2023-07-13,IAV,M,389588.3337459313
ARA Altenrhein,2023-07-13,IBV,M,389588.3337459313
ARA Altenrhein,2023-07-13,RSV,N,382027.21781004366
ARA Altenrhein,2023-07-13,SARS,N1,6136287.058649169
ARA Altenrhein,2023-07-13,SARS,N2,14260807.20454742
ARA Altenrhein,2024-01-09,IAV,M,26899726.043056954
ARA Altenrhein,2024-01-09,IBV,M,2560421.9396648495
ARA Altenrhein,2024-01-09,RSV,N,19210638.087520227
ARA Altenrhein,2024-01-09,SARS,N1,109089079.27310401
ARA Altenrhein,2024-01-09,SARS,N2,97512104.60933048
ARA Altenrhein,2023-08-07,IAV,M,0
ARA Altenrhein,2023-08-07,IBV,M,0
ARA Altenrhein,2023-08-07,RSV,N,510391.2063126668
ARA Altenrhein,2023-08-07,SARS,N1,37347326.9842664
ARA Altenrhein,2023-08-07,SARS,N2,63071502.649718374
ARA Altenrhein,2023-09-01,IAV,M,0
ARA Altenrhein,2023-09-01,IBV,M,0
ARA Altenrhein,2023-09-01,RSV,N,0
ARA Altenrhein,2023-09-01,SARS,N1,50562801.96924233
ARA Altenrhein,2023-09-01,SARS,N2,22140275.478454884
ARA Altenrhein,2023-11-25,IAV,M,1546440.7793462705
ARA Altenrhein,2023-11-25,IBV,M,2546978.3655973026
ARA Altenrhein,2023-11-25,RSV,N,2023864.558882362
ARA Altenrhein,2023-11-25,SARS,N1,440053195.7090379
ARA Altenrhein,2023-11-25,SARS,N2,546913108.7331705
ARA Altenrhein,2023-07-29,IAV,M,0
ARA Altenrhein,2023-07-29,IBV,M,0
ARA Altenrhein,2023-07-29,RSV,N,1155136.1910224871
ARA Altenrhein,2023-07-29,SARS,N1,13515145.737686131
ARA Altenrhein,2023-07-29,SARS,N2,19737970.124172427
ARA Altenrhein,2023-09-18,IAV,M,0
ARA Altenrhein,2023-09-18,IBV,M,536502.0450019707
ARA Altenrhein,2023-09-18,RSV,N,0
ARA Altenrhein,2023-09-18,SARS,N1,18340383.114690013
ARA Altenrhein,2023-09-18,SARS,N2,46511900.963569336
ARA Altenrhein,2023-08-02,IAV,M,0
ARA Altenrhein,2023-08-02,IBV,M,0
ARA Altenrhein,2023-08-02,RSV,N,0
ARA Altenrhein,2023-08-02,SARS,N1,15092331.160799123
ARA Altenrhein,2023-08-02,SARS,N2,18636624.539393418
ARA Altenrhein,2023-10-31,IAV,M,0
ARA Altenrhein,2023-10-31,IBV,M,3801009.7627995852
ARA Altenrhein,2023-10-31,RSV,N,0
ARA Altenrhein,2023-10-31,SARS,N1,235146217.73466587
ARA Altenrhein,2023-10-31,SARS,N2,348093646.8730973
ARA Altenrhein,2023-12-24,IAV,M,10895500.786573337
ARA Altenrhein,2023-12-24,IBV,M,0
ARA Altenrhein,2023-12-24,RSV,N,10334528.39535142
ARA Altenrhein,2023-12-24,SARS,N1,627389999.3853105
ARA Altenrhein,2023-12-24,SARS,N2,777772357.2484432
ARA Altenrhein,2023-09-21,IAV,M,0
ARA Altenrhein,2023-09-21,IBV,M,0
ARA Altenrhein,2023-09-21,RSV,N,602422.751702599
ARA Altenrhein,2023-09-21,SARS,N1,10204340.747249782
ARA Altenrhein,2023-09-21,SARS,N2,24808713.917368054
ARA Altenrhein,2023-12-17,IAV,M,6918417.755816588
ARA Altenrhein,2023-12-17,IBV,M,1383531.2679264348
ARA Altenrhein,2023-12-17,RSV,N,15223032.658351982
ARA Altenrhein,2023-12-17,SARS,N1,480483474.0551657
ARA Altenrhein,2023-12-17,SARS,N2,702863092.3711357
ARA Altenrhein,2023-12-18,IAV,M,4596218.519161327
ARA Altenrhein,2023-12-18,IBV,M,3203760.994820245
ARA Altenrhein,2023-12-18,RSV,N,6545677.4104365595
ARA Altenrhein,2023-12-18,SARS,N1,324635751.01175946
ARA Altenrhein,2023-12-18,SARS,N2,456874980.7193683
ARA Altenrhein,2023-11-05,IAV,M,0
ARA Altenrhein,2023-11-05,IBV,M,695501.1707322166
ARA Altenrhein,2023-11-05,RSV,N,695501.1707322166
ARA Altenrhein,2023-11-05,SARS,N1,441627086.5168051
ARA Altenrhein,2023-11-05,SARS,N2,652996300.4575633
ARA Altenrhein,2023-11-04,IAV,M,748568.2649609694
ARA Altenrhein,2023-11-04,IBV,M,639927.4800684766
ARA Altenrhein,2023-11-04,RSV,N,0
ARA Altenrhein,2023-11-04,SARS,N1,320845657.68565077
