wwtp,sample_date,Target,Protein,Load
STEP Aire,2024-01-08,SARS,N1,112354221.4140748
STEP Aire,2024-01-08,SARS,N2,128650950.38638945
STEP Aire,2024-01-14,IAV,M,43011506.09510871
STEP Aire,2024-01-14,IBV,M,1826922.7246531849
STEP Aire,2024-01-14,RSV,N,7343598.872802275
STEP Aire,2024-01-14,SARS,N1,132371002.70797704
STEP Aire,2024-01-14,SARS,N2,138012405.0215549
STEP Aire,2024-01-12,IAV,M,35461679.811195105
STEP Aire,2024-01-12,IBV,M,1966980.711446226
STEP Aire,2024-01-12,RSV,N,7332952.220547767
STEP Aire,2024-01-12,SARS,N1,124531800.56007752
STEP Aire,2024-01-12,SARS,N2,134852205.31082514
STEP Aire,2024-01-07,IAV,M,10931312.056373717
STEP Aire,2024-01-07,IBV,M,0
STEP Aire,2024-01-07,RSV,N,4372115.508053739
STEP Aire,2024-01-07,SARS,N1,83163646.70290732
STEP Aire,2024-01-07,SARS,N2,87546154.4289969
STEP Aire,2023-11-18,IAV,M,0
STEP Aire,2023-11-18,IBV,M,2947986.846433405
STEP Aire,2023-11-18,RSV,N,4417624.781771484
STEP Aire,2023-11-18,SARS,N1,238756285.82606533
STEP Aire,2023-11-18,SARS,N2,283290740.8588922
STEP Aire,2023-11-20,IAV,M,0
STEP Aire,2023-11-20,IBV,M,3043761.5338671245
STEP Aire,2023-11-20,RSV,N,6006337.576317458
STEP Aire,2023-11-20,SARS,N1,324554924.6481323
STEP Aire,2023-11-20,SARS,N2,355446455.6339511
STEP Aire,2023-11-01,IAV,M,0
STEP Aire,2023-11-01,IBV,M,0
STEP Aire,2023-11-01,RSV,N,951616.5746185232
STEP Aire,2023-11-01,SARS,N1,118729753.7735503
STEP Aire,2023-11-01,SARS,N2,140828011.43788671
STEP Aire,2024-01-04,IAV,M,17816412.930903874
STEP Aire,2024-01-04,IBV,M,0
STEP Aire,2024-01-04,RSV,N,18736176.305830523
STEP Aire,2024-01-04,SARS,N1,139788148.04590076
STEP Aire,2024-01-04,SARS,N2,175489136.6395148
STEP Aire,2024-01-09,IAV,M,19403895.40740344
STEP Aire,2024-01-09,IBV,M,4605850.255239844
STEP Aire,2024-01-09,RSV,N,6558934.4776953375
STEP Aire,2024-01-09,SARS,N1,125460227.89101422
STEP Aire,2024-01-09,SARS,N2,172261542.5206948
STEP Aire,2024-01-06,IAV,M,15295049.500804514
STEP Aire,2024-01-06,IBV,M,0
STEP Aire,2024-01-06,RSV,N,6814242.382495294
STEP Aire,2024-01-06,SARS,N1,105173937.93982644
STEP Aire,2024-01-06,SARS,N2,116996049.15512891
STEP Aire,2023-11-21,IAV,M,1589109.9781244753
STEP Aire,2023-11-21,IBV,M,1589109.9781244753
STEP Aire,2023-11-21,RSV,N,2386745.1120009176
STEP Aire,2023-11-21,SARS,N1,148907237.08369672
STEP Aire,2023-11-21,SARS,N2,160854650.47492564
STEP Aire,2023-11-19,IAV,M,1597482.0737186586
STEP Aire,2023-11-19,IBV,M,3195034.6879553413
STEP Aire,2023-11-19,RSV,N,3048075.7436469295
STEP Aire,2023-11-19,SARS,N1,303240571.09530705
STEP Aire,2023-11-19,SARS,N2,365168359.7501789
STEP Aire,2023-11-28,IAV,M,3447946.644775579
STEP Aire,2023-11-28,IBV,M,11724927.029672286
STEP Aire,2023-11-28,RSV,N,12690177.737128057
STEP Aire,2023-11-28,SARS,N1,421464267.11276895
STEP Aire,2023-11-28,SARS,N2,498524088.20269495
STEP Aire,2024-01-16,IAV,M,36067569.20994739
STEP Aire,2024-01-16,IBV,M,0
STEP Aire,2024-01-16,RSV,N,0
STEP Aire,2024-01-16,SARS,N1,81200262.78094341
STEP Aire,2024-01-16,SARS,N2,99268371.91595204
STEP Aire,2023-11-07,IAV,M,0
STEP Aire,2023-11-07,IBV,M,0
STEP Aire,2023-11-07,RSV,N,2372123.035706275
STEP Aire,2023-11-07,SARS,N1,116637913.95089963
STEP Aire,2023-11-07,SARS,N2,136662684.09765765
STEP Aire,2023-12-19,IAV,M,11994060.876400521
STEP Aire,2023-12-19,IBV,M,992314.9408294129
STEP Aire,2023-12-19,RSV,N,10943018.619121373
STEP Aire,2023-12-19,SARS,N1,321185239.0727314
STEP Aire,2023-12-19,SARS,N2,393786577.4320616
STEP Aire,2023-12-18,IAV,M,4666494.54115152
STEP Aire,2023-12-18,IBV,M,1463440.6668397104
STEP Aire,2023-12-18,RSV,N,14283084.726073112
STEP Aire,2023-12-18,SARS,N1,431636763.93343353
STEP Aire,2023-12-18,SARS,N2,524535409.252126
STEP Aire,2023-11-17,IAV,M,0
STEP Aire,2023-11-17,IBV,M,3089353.74472373
STEP Aire,2023-11-17,RSV,N,3089353.74472373
STEP Aire,2023-11-17,SARS,N1,282991198.385331
STEP Aire,2023-11-17,SARS,N2,362091121.6575229
STEP Aire,2024-01-15,IAV,M,30771942.11751867
STEP Aire,2024-01-15,IBV,M,4718981.388571748
STEP Aire,2024-01-15,RSV,N,10644837.143011857
STEP Aire,2024-01-15,SARS,N1,117673882.36876525
STEP Aire,2024-01-15,SARS,N2,116361465.02109815
STEP Aire,2023-11-06,IAV,M,880545.0995740716
STEP Aire,2023-11-06,IBV,M,880545.0995740716
STEP Aire,2023-11-06,RSV,N,4862867.889288558
STEP Aire,2023-11-06,SARS,N1,139999314.29980123
STEP Aire,2023-11-06,SARS,N2,164100276.18912262
STEP Aire,2024-01-10,IAV,M,23940383.657727927
STEP Aire,2024-01-10,IBV,M,4294379.27589945
STEP Aire,2024-01-10,RSV,N,5468461.376371774
STEP Aire,2024-01-10,SARS,N1,134352270.0232499
STEP Aire,2024-01-10,SARS,N2,138777181.5975843
STEP Aire,2023-12-17,IAV,M,5917904.187545385
STEP Aire,2023-12-17,IBV,M,1309397.5652297942
STEP Aire,2023-12-17,RSV,N,15885851.832463322
STEP Aire,2023-12-17,SARS,N1,393970434.5090357
STEP Aire,2023-12-17,SARS,N2,472412049.7868119
STEP Aire,2023-09-22,IAV,M,751761.7570278082
STEP Aire,2023-09-22,IBV,M,817747.0199267374
STEP Aire,2023-09-22,RSV,N,2321298.425047256
STEP Aire,2023-09-22,SARS,N1,77664583.53831916
STEP Aire,2023-09-22,SARS,N2,97226246.00152011
STEP Aire,2023-07-24,IAV,M,0
STEP Aire,2023-07-24,IBV,M,1151427.5062204108
STEP Aire,2023-07-24,RSV,N,2742042.54116778
STEP Aire,2023-07-24,SARS,N1,10667661.129881265
STEP Aire,2023-07-24,SARS,N2,19337406.85524155
STEP Aire,2023-12-07,IAV,M,1981809.6858456149
STEP Aire,2023-12-07,IBV,M,990881.4349845268
STEP Aire,2023-12-07,RSV,N,10898481.091602879
STEP Aire,2023-12-07,SARS,N1,268285340.1846216
STEP Aire,2023-12-07,SARS,N2,336116552.2075391
STEP Aire,2023-10-31,IAV,M,1165151.1053518485
STEP Aire,2023-10-31,IBV,M,3330020.1528310208
STEP Aire,2023-10-31,RSV,N,3164505.4725723783
STEP Aire,2023-10-31,SARS,N1,112219941.3467972
STEP Aire,2023-10-31,SARS,N2,139450861.5561998
STEP Aire,2023-12-05,IAV,M,4934183.159784674
STEP Aire,2023-12-05,IBV,M,3022256.2355092796
STEP Aire,2023-12-05,RSV,N,18059563.754981447
STEP Aire,2023-12-05,SARS,N1,670168047.3682569
STEP Aire,2023-12-05,SARS,N2,742043914.9382516
STEP Aire,2023-12-31,IAV,M,18518120.31327935
STEP Aire,2023-12-31,IBV,M,0
STEP Aire,2023-12-31,RSV,N,7567655.034671582
STEP Aire,2023-12-31,SARS,N1,263482107.97789046
STEP Aire,2023-12-31,SARS,N2,346809616.6198472
STEP Aire,2023-11-29,IAV,M,0
STEP Aire,2023-11-29,IBV,M,1944739.9748392699
STEP Aire,2023-11-29,RSV,N,6828426.829495832
STEP Aire,2023-11-29,SARS,N1,396589967.4818211
STEP Aire,2023-11-29,SARS,N2,445716560.4765998
STEP Aire,2023-10-18,IAV,M,0
STEP Aire,2023-10-18,IBV,M,2256727.8047177996
STEP Aire,2023-10-18,RSV,N,3719436.8434951403
STEP Aire,2023-10-18,SARS,N1,69855434.05991594
STEP Aire,2023-10-18,SARS,N2,93355676.78402385
STEP Aire,2023-11-11,IAV,M,0
STEP Aire,2023-11-11,IBV,M,5988982.731140095
STEP Aire,2023-11-11,RSV,N,6969791.03361186
STEP Aire,2023-11-11,SARS,N1,231636562.3708425
STEP Aire,2023-11-11,SARS,N2,238608922.02767402
STEP Aire,2023-12-03,IAV,M,4328779.292006221
STEP Aire,2023-12-03,IBV,M,5559251.819834995
STEP Aire,2023-12-03,RSV,N,17570074.588159055
STEP Aire,2023-12-03,SARS,N1,469190920.29732
STEP Aire,2023-12-03,SARS,N2,527240278.91486794
STEP Aire,2023-11-09,IAV,M,1957369.5603841008
STEP Aire,2023-11-09,IBV,M,5872354.4941633325
STEP Aire,2023-11-09,RSV,N,7829969.881280668
STEP Aire,2023-11-09,SARS,N1,180359812.75359663
STEP Aire,2023-11-09,SARS,N2,208747467.60029146
STEP Aire,2023-12-15,IAV,M,5946933.027922784
STEP Aire,2023-12-15,IBV,M,3162604.23802974
STEP Aire,2023-12-15,RSV,N,11583259.306492003
STEP Aire,2023-12-15,SARS,N1,427457763.82039833
STEP Aire,2023-12-15,SARS,N2,516830560.88198525
STEP Aire,2023-11-03,IAV,M,0
STEP Aire,2023-11-03,IBV,M,0
STEP Aire,2023-11-03,RSV,N,0
STEP Aire,2023-11-03,SARS,N1,133914143.27117155
STEP Aire,2023-11-03,SARS,N2,193438645.31369594
STEP Aire,2023-11-27,IAV,M,0
STEP Aire,2023-11-27,IBV,M,14817856.675594216
STEP Aire,2023-11-27,RSV,N,21218579.101950727
STEP Aire,2023-11-27,SARS,N1,748842952.5742542
STEP Aire,2023-11-27,SARS,N2,882795406.4090027
STEP Aire,2023-12-04,IAV,M,7713789.326921604
STEP Aire,2023-12-04,IBV,M,3895638.9065995766
STEP Aire,2023-12-04,RSV,N,12856933.693237498
STEP Aire,2023-12-04,SARS,N1,463713028.7576743
STEP Aire,2023-12-04,SARS,N2,549441859.108494
STEP Aire,2024-01-02,IAV,M,32821179.41358171
STEP Aire,2024-01-02,IBV,M,0
STEP Aire,2024-01-02,RSV,N,18610703.947331436
STEP Aire,2024-01-02,SARS,N1,162005742.0858281
STEP Aire,2024-01-02,SARS,N2,216529763.46620154
STEP Aire,2023-11-05,IAV,M,0
STEP Aire,2023-11-05,IBV,M,0
STEP Aire,2023-11-05,RSV,N,4641539.801563208
STEP Aire,2023-11-05,SARS,N1,111091943.01357591
STEP Aire,2023-11-05,SARS,N2,154224393.7442955
STEP Aire,2023-11-13,IAV,M,0
STEP Aire,2023-11-13,IBV,M,6613108.273695367
STEP Aire,2023-11-13,RSV,N,9257227.31210359
STEP Aire,2023-11-13,SARS,N1,227975132.17684314
STEP Aire,2023-11-13,SARS,N2,239929256.86561698
STEP Aire,2023-12-10,IAV,M,8054057.5222560605
STEP Aire,2023-12-10,IBV,M,0
STEP Aire,2023-12-10,RSV,N,15001737.381869718
STEP Aire,2023-12-10,SARS,N1,623220469.3712434
STEP Aire,2023-12-10,SARS,N2,702815498.5679001
STEP Aire,2023-10-24,IAV,M,0
STEP Aire,2023-10-24,IBV,M,3759141.3302769978
STEP Aire,2023-10-24,RSV,N,7530962.614119072
STEP Aire,2023-10-24,SARS,N1,75509703.06615004
STEP Aire,2023-10-24,SARS,N2,158595718.1492472
STEP Aire,2023-10-26,IAV,M,0
STEP Aire,2023-10-26,IBV,M,0
STEP Aire,2023-10-26,RSV,N,1769102.652948092
STEP Aire,2023-10-26,SARS,N1,58506887.24093378
STEP Aire,2023-10-26,SARS,N2,100541605.18845235
STEP Aire,2023-12-11,IAV,M,1789036.2503724082
STEP Aire,2023-12-11,IBV,M,2312298.7380927703
STEP Aire,2023-12-11,RSV,N,6413779.617511931
STEP Aire,2023-12-11,SARS,N1,596932206.5232092
STEP Aire,2023-12-11,SARS,N2,712489428.9821608
STEP Aire,2023-11-12,IAV,M,0
STEP Aire,2023-11-12,IBV,M,4592854.0517664375
STEP Aire,2023-11-12,RSV,N,9524214.165418303
STEP Aire,2023-11-12,SARS,N1,200547771.21862203
STEP Aire,2023-11-12,SARS,N2,209946187.5104634
STEP Aire,2023-12-09,IAV,M,5203645.3846693905
STEP Aire,2023-12-09,IBV,M,5203645.3846693905
STEP Aire,2023-12-09,RSV,N,19884146.12885694
STEP Aire,2023-12-09,SARS,N1,714566285.3014078
STEP Aire,2023-12-09,SARS,N2,887276780.5775379
STEP Aire,2023-10-20,IAV,M,0
STEP Aire,2023-10-20,IBV,M,4306810.894594159
STEP Aire,2023-10-20,RSV,N,0
STEP Aire,2023-10-20,SARS,N1,72094186.15040714
STEP Aire,2023-10-20,SARS,N2,122686188.93325564
STEP Aire,2023-10-30,IAV,M,0
STEP Aire,2023-10-30,IBV,M,8014459.143173596
STEP Aire,2023-10-30,RSV,N,7568595.119295236
STEP Aire,2023-10-30,SARS,N1,104689111.81273606
STEP Aire,2023-10-30,SARS,N2,109148587.19345844
STEP Aire,2023-09-18,IAV,M,0
STEP Aire,2023-09-18,IBV,M,0
STEP Aire,2023-09-18,RSV,N,0
STEP Aire,2023-09-18,SARS,N1,149026582.12004316
STEP Aire,2023-09-18,SARS,N2,284709840.84206647
STEP Aire,2023-11-14,IAV,M,4452398.587125874
STEP Aire,2023-11-14,IBV,M,14941099.185919425
STEP Aire,2023-11-14,RSV,N,21235368.99100137
STEP Aire,2023-11-14,SARS,N1,372930308.1673276
STEP Aire,2023-11-14,SARS,N2,415520269.6687388
STEP Aire,2023-12-13,IAV,M,2581023.506321955
STEP Aire,2023-12-13,IBV,M,2824791.6973081655
STEP Aire,2023-12-13,RSV,N,7265531.851074423
STEP Aire,2023-12-13,SARS,N1,402842430.10474044
STEP Aire,2023-12-13,SARS,N2,484113450.0729553
STEP Aire,2023-12-12,IAV,M,28808776.16379105
STEP Aire,2023-12-12,IBV,M,3093717.8602137915
STEP Aire,2023-12-12,RSV,N,28808776.16379105
STEP Aire,2023-12-12,SARS,N1,919041875.9617819
STEP Aire,2023-12-12,SARS,N2,1082309782.1422706
STEP Aire,2023-12-01,IAV,M,6437855.037448065
STEP Aire,2023-12-01,IBV,M,3132254.5062521356
STEP Aire,2023-12-01,RSV,N,19141178.513645526
STEP Aire,2023-12-01,SARS,N1,494637916.5613889
STEP Aire,2023-12-01,SARS,N2,569564294.192189
STEP Aire,2023-12-21,IAV,M,NA
STEP Aire,2023-12-21,IBV,M,NA
STEP Aire,2023-12-21,RSV,N,NA
STEP Aire,2023-12-21,SARS,N1,NA
STEP Aire,2023-12-21,SARS,N2,NA
STEP Aire,2023-12-23,IAV,M,NA
STEP Aire,2023-12-23,IBV,M,NA
STEP Aire,2023-12-23,RSV,N,NA
STEP Aire,2023-12-23,SARS,N1,NA
STEP Aire,2023-12-23,SARS,N2,NA
STEP Aire,2023-12-24,IAV,M,NA
STEP Aire,2023-12-24,IBV,M,NA
STEP Aire,2023-12-24,RSV,N,NA
STEP Aire,2023-12-24,SARS,N1,NA
STEP Aire,2023-12-24,SARS,N2,NA
STEP Aire,2023-12-25,IAV,M,NA
STEP Aire,2023-12-25,IBV,M,NA
STEP Aire,2023-12-25,RSV,N,NA
STEP Aire,2023-12-25,SARS,N1,NA
STEP Aire,2023-12-25,SARS,N2,NA
STEP Neuchatel,2023-07-20,IAV,M,0
STEP Neuchatel,2023-07-20,IBV,M,813336.0444710859
STEP Neuchatel,2023-07-20,RSV,N,2269124.8444223716
STEP Neuchatel,2023-07-20,SARS,N1,5433442.8516034
STEP Neuchatel,2023-07-20,SARS,N2,8487441.148914045
STEP Neuchatel,2023-07-23,IAV,M,0
STEP Neuchatel,2023-07-23,IBV,M,836104.4896509593
STEP Neuchatel,2023-07-23,RSV,N,836104.4896509593
STEP Neuchatel,2023-07-23,SARS,N1,3762967.4774855133
STEP Neuchatel,2023-07-23,SARS,N2,5854057.658652978
STEP Neuchatel,2023-08-19,IAV,M,0
STEP Neuchatel,2023-08-19,IBV,M,1214392.6144917351
STEP Neuchatel,2023-08-19,RSV,N,0
STEP Neuchatel,2023-08-19,SARS,N1,11957443.895079173
STEP Neuchatel,2023-08-19,SARS,N2,21074460.830268342
STEP Neuchatel,2023-07-22,IAV,M,0
STEP Neuchatel,2023-07-22,IBV,M,250311.48786150783
STEP Neuchatel,2023-07-22,RSV,N,235567.30007293823
STEP Neuchatel,2023-07-22,SARS,N1,1943637.0731389828
STEP Neuchatel,2023-07-22,SARS,N2,3401578.276174989
STEP Neuchatel,2023-09-17,IAV,M,0
STEP Neuchatel,2023-09-17,IBV,M,523369.53509707144
STEP Neuchatel,2023-09-17,RSV,N,0
STEP Neuchatel,2023-09-17,SARS,N1,22411930.846992746
STEP Neuchatel,2023-09-17,SARS,N2,57635860.47572743
STEP Neuchatel,2023-09-16,IAV,M,0
STEP Neuchatel,2023-09-16,IBV,M,0
STEP Neuchatel,2023-09-16,RSV,N,0
STEP Neuchatel,2023-09-16,SARS,N1,43573876.193375245
STEP Neuchatel,2023-09-16,SARS,N2,97093329.06481314
STEP Neuchatel,2023-10-15,IAV,M,0
STEP Neuchatel,2023-10-15,IBV,M,0
STEP Neuchatel,2023-10-15,RSV,N,1831959.501178529
STEP Neuchatel,2023-10-15,SARS,N1,65220355.087801024
STEP Neuchatel,2023-10-15,SARS,N2,116927520.82946487
STEP Neuchatel,2023-07-16,IAV,M,0
STEP Neuchatel,2023-07-16,IBV,M,0
STEP Neuchatel,2023-07-16,RSV,N,487840.6298405074
STEP Neuchatel,2023-07-16,SARS,N1,7586747.102814606
STEP Neuchatel,2023-07-16,SARS,N2,9303207.313134495
STEP Neuchatel,2023-07-15,IAV,M,0
STEP Neuchatel,2023-07-15,IBV,M,976064.6777323138
STEP Neuchatel,2023-07-15,RSV,N,240586.07228672432
STEP Neuchatel,2023-07-15,SARS,N1,7054379.987053571
STEP Neuchatel,2023-07-15,SARS,N2,14073102.081231477
STEP Neuchatel,2023-09-15,IAV,M,0
STEP Neuchatel,2023-09-15,IBV,M,0
STEP Neuchatel,2023-09-15,RSV,N,0
STEP Neuchatel,2023-09-15,SARS,N1,24262747.196161434
STEP Neuchatel,2023-09-15,SARS,N2,64162320.9176615
STEP Neuchatel,2023-08-05,IAV,M,0
STEP Neuchatel,2023-08-05,IBV,M,235094.8963366475
STEP Neuchatel,2023-08-05,RSV,N,965686.768182085
STEP Neuchatel,2023-08-05,SARS,N1,39014885.503597945
STEP Neuchatel,2023-08-05,SARS,N2,62599132.80172463
STEP Neuchatel,2023-08-03,IAV,M,0
STEP Neuchatel,2023-08-03,IBV,M,794166.9442962599
STEP Neuchatel,2023-08-03,RSV,N,658819.0762337137
STEP Neuchatel,2023-08-03,SARS,N1,29731017.766933426
STEP Neuchatel,2023-08-03,SARS,N2,54106937.28602922
STEP Neuchatel,2023-09-09,IAV,M,299425.66676624474
STEP Neuchatel,2023-09-09,IBV,M,299425.66676624474
STEP Neuchatel,2023-09-09,RSV,N,299425.66676624474
STEP Neuchatel,2023-09-09,SARS,N1,39411162.353527635
STEP Neuchatel,2023-09-09,SARS,N2,77947329.64739981
STEP Neuchatel,2023-08-20,IAV,M,0
STEP Neuchatel,2023-08-20,IBV,M,0
STEP Neuchatel,2023-08-20,RSV,N,0
STEP Neuchatel,2023-08-20,SARS,N1,10964010.148952078
STEP Neuchatel,2023-08-20,SARS,N2,20172156.375835635
STEP Neuchatel,2023-07-21,IAV,M,0
STEP Neuchatel,2023-07-21,IBV,M,0
STEP Neuchatel,2023-07-21,RSV,N,1204826.2068933926
STEP Neuchatel,2023-07-21,SARS,N1,3158497.4556642757
STEP Neuchatel,2023-07-21,SARS,N2,4342369.31445383
STEP Neuchatel,2023-09-08,IAV,M,0
STEP Neuchatel,2023-09-08,IBV,M,0
STEP Neuchatel,2023-09-08,RSV,N,591385.5183324908
STEP Neuchatel,2023-09-08,SARS,N1,34526997.94235269
STEP Neuchatel,2023-09-08,SARS,N2,63407365.23586349
STEP Neuchatel,2023-09-30,IAV,M,0
STEP Neuchatel,2023-09-30,IBV,M,1257867.6138464264
STEP Neuchatel,2023-09-30,RSV,N,276253.90118372615
STEP Neuchatel,2023-09-30,SARS,N1,75891313.50124606
STEP Neuchatel,2023-09-30,SARS,N2,122860843.83512515
STEP Neuchatel,2023-07-26,IAV,M,0
STEP Neuchatel,2023-07-26,IBV,M,0
STEP Neuchatel,2023-07-26,RSV,N,1348141.438526887
STEP Neuchatel,2023-07-26,SARS,N1,15203702.232606132
STEP Neuchatel,2023-07-26,SARS,N2,21141601.174517445
STEP Neuchatel,2023-08-21,IAV,M,0
STEP Neuchatel,2023-08-21,IBV,M,317204.8961875115
STEP Neuchatel,2023-08-21,RSV,N,0
STEP Neuchatel,2023-08-21,SARS,N1,17519036.81874508
STEP Neuchatel,2023-08-21,SARS,N2,41504294.276396304
STEP Neuchatel,2023-10-08,IAV,M,0
STEP Neuchatel,2023-10-08,IBV,M,2522045.151233658
STEP Neuchatel,2023-10-08,RSV,N,361104.81800972996
STEP Neuchatel,2023-10-08,SARS,N1,45839466.76943055
STEP Neuchatel,2023-10-08,SARS,N2,76982385.09617677
STEP Neuchatel,2023-10-07,IAV,M,0
STEP Neuchatel,2023-10-07,IBV,M,1878004.779932895
STEP Neuchatel,2023-10-07,RSV,N,0
STEP Neuchatel,2023-10-07,SARS,N1,65501754.22215898
STEP Neuchatel,2023-10-07,SARS,N2,122095734.41245869
STEP Neuchatel,2023-09-10,IAV,M,0
STEP Neuchatel,2023-09-10,IBV,M,685053.6533670224
STEP Neuchatel,2023-09-10,RSV,N,0
STEP Neuchatel,2023-09-10,SARS,N1,30691939.363691945
STEP Neuchatel,2023-09-10,SARS,N2,66070107.14124084
STEP Neuchatel,2023-08-09,IAV,M,269729.5021459435
STEP Neuchatel,2023-08-09,IBV,M,554344.4279051229
STEP Neuchatel,2023-08-09,RSV,N,0
STEP Neuchatel,2023-08-09,SARS,N1,31066130.055915076
STEP Neuchatel,2023-08-09,SARS,N2,53993134.62803545
STEP Neuchatel,2023-08-06,IAV,M,0
STEP Neuchatel,2023-08-06,IBV,M,501770.96485134435
STEP Neuchatel,2023-08-06,RSV,N,259130.80314357043
STEP Neuchatel,2023-08-06,SARS,N1,35106236.42892883
STEP Neuchatel,2023-08-06,SARS,N2,52679656.777982414
STEP Neuchatel,2023-09-06,IAV,M,0
STEP Neuchatel,2023-09-06,IBV,M,0
STEP Neuchatel,2023-09-06,RSV,N,273021.10822989256
STEP Neuchatel,2023-09-06,SARS,N1,63311637.17376422
STEP Neuchatel,2023-09-06,SARS,N2,119972095.98515576
STEP Neuchatel,2023-07-28,IAV,M,0
STEP Neuchatel,2023-07-28,IBV,M,161785.13537119154
STEP Neuchatel,2023-07-28,RSV,N,161785.13537119154
STEP Neuchatel,2023-07-28,SARS,N1,9579880.452512827
STEP Neuchatel,2023-07-28,SARS,N2,13530030.875333369
STEP Neuchatel,2023-07-29,IAV,M,0
STEP Neuchatel,2023-07-29,IBV,M,0
STEP Neuchatel,2023-07-29,RSV,N,304192.5203298127
STEP Neuchatel,2023-07-29,SARS,N1,5445551.873920968
STEP Neuchatel,2023-07-29,SARS,N2,7408672.588632375
STEP Neuchatel,2023-09-12,IAV,M,0
STEP Neuchatel,2023-09-12,IBV,M,264305.2949706181
STEP Neuchatel,2023-09-12,RSV,N,0
STEP Neuchatel,2023-09-12,SARS,N1,36941888.22023832
STEP Neuchatel,2023-09-12,SARS,N2,74726453.17624037
STEP Neuchatel,2023-09-03,IAV,M,0
STEP Neuchatel,2023-09-03,IBV,M,319250.61330252857
STEP Neuchatel,2023-09-03,RSV,N,319250.61330252857
STEP Neuchatel,2023-09-03,SARS,N1,55515433.94407362
STEP Neuchatel,2023-09-03,SARS,N2,97026454.62330697
STEP Neuchatel,2023-08-18,IAV,M,0
STEP Neuchatel,2023-08-18,IBV,M,280556.67763514176
STEP Neuchatel,2023-08-18,RSV,N,0
STEP Neuchatel,2023-08-18,SARS,N1,21595237.79582598
STEP Neuchatel,2023-08-18,SARS,N2,45571961.94302537
STEP Neuchatel,2023-08-23,IAV,M,0
STEP Neuchatel,2023-08-23,IBV,M,329063.6373213292
STEP Neuchatel,2023-08-23,RSV,N,0
STEP Neuchatel,2023-08-23,SARS,N1,31335753.524464365
STEP Neuchatel,2023-08-23,SARS,N2,60125996.71542525
STEP Neuchatel,2023-08-04,IAV,M,0
STEP Neuchatel,2023-08-04,IBV,M,2094832.0778426745
STEP Neuchatel,2023-08-04,RSV,N,1052512.869415475
STEP Neuchatel,2023-08-04,SARS,N1,45033344.15455943
STEP Neuchatel,2023-08-04,SARS,N2,73673019.27415176
STEP Neuchatel,2023-09-02,IAV,M,0
STEP Neuchatel,2023-09-02,IBV,M,300444.13343281095
STEP Neuchatel,2023-09-02,RSV,N,0
STEP Neuchatel,2023-09-02,SARS,N1,33874202.445069425
STEP Neuchatel,2023-09-02,SARS,N2,67241244.04374366
STEP Neuchatel,2023-07-14,IAV,M,0
STEP Neuchatel,2023-07-14,IBV,M,0
STEP Neuchatel,2023-07-14,RSV,N,492341.9183312757
STEP Neuchatel,2023-07-14,SARS,N1,9804307.337181043
STEP Neuchatel,2023-07-14,SARS,N2,13276668.712490821
STEP Neuchatel,2023-09-14,IAV,M,0
STEP Neuchatel,2023-09-14,IBV,M,0
STEP Neuchatel,2023-09-14,RSV,N,0
STEP Neuchatel,2023-09-14,SARS,N1,29770449.649920844
STEP Neuchatel,2023-09-14,SARS,N2,70683730.89996532
STEP Neuchatel,2023-08-17,IAV,M,0
STEP Neuchatel,2023-08-17,IBV,M,559767.3092157653
STEP Neuchatel,2023-08-17,RSV,N,0
STEP Neuchatel,2023-08-17,SARS,N1,28255903.848263223
STEP Neuchatel,2023-08-17,SARS,N2,49435728.97032324
STEP Neuchatel,2023-10-10,IAV,M,2643581.2916218145
STEP Neuchatel,2023-10-10,IBV,M,528673.936604193
STEP Neuchatel,2023-10-10,RSV,N,528673.936604193
STEP Neuchatel,2023-10-10,SARS,N1,59557577.37502564
STEP Neuchatel,2023-10-10,SARS,N2,116593044.06410727
STEP Neuchatel,2023-09-28,IAV,M,763003.1044648911
STEP Neuchatel,2023-09-28,IBV,M,516075.6142370254
STEP Neuchatel,2023-09-28,RSV,N,0
STEP Neuchatel,2023-09-28,SARS,N1,103371797.28576912
STEP Neuchatel,2023-09-28,SARS,N2,209061276.66954416
STEP Neuchatel,2023-09-29,IAV,M,0
STEP Neuchatel,2023-09-29,IBV,M,554202.4529540885
STEP Neuchatel,2023-09-29,RSV,N,543882.4392680402
STEP Neuchatel,2023-09-29,SARS,N1,71053626.92528838
STEP Neuchatel,2023-09-29,SARS,N2,109289056.3434483
STEP Neuchatel,2023-07-30,IAV,M,0
STEP Neuchatel,2023-07-30,IBV,M,570584.1524172168
STEP Neuchatel,2023-07-30,RSV,N,940387.3292699025
STEP Neuchatel,2023-07-30,SARS,N1,3654750.0533979805
STEP Neuchatel,2023-07-30,SARS,N2,3960753.7451323695
STEP Neuchatel,2023-09-04,IAV,M,0
STEP Neuchatel,2023-09-04,IBV,M,661351.820232844
STEP Neuchatel,2023-09-04,RSV,N,168689.03953643367
STEP Neuchatel,2023-09-04,SARS,N1,42585395.387569524
STEP Neuchatel,2023-09-04,SARS,N2,85232142.84640592
STEP Neuchatel,2023-08-12,IAV,M,0
STEP Neuchatel,2023-08-12,IBV,M,589323.5290497645
STEP Neuchatel,2023-08-12,RSV,N,294655.26959972305
STEP Neuchatel,2023-08-12,SARS,N1,29069986.50757012
STEP Neuchatel,2023-08-12,SARS,N2,41407490.58037284
STEP Neuchatel,2023-07-24,IAV,M,0
